"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"17/07/2019","73,86","74,09","74,51","73,75","1,35M","-0,09%"
"18/07/2019","73,61","73,70","75,05","73,54","2,00M","-0,34%"
"19/07/2019","74,18","73,81","74,18","73,24","2,25M","0,77%"
"22/07/2019","75,02","74,61","75,02","73,94","2,10M","1,13%"
"23/07/2019","75,46","74,95","75,87","74,63","2,12M","0,59%"
"24/07/2019","75,33","75,66","75,88","75,07","1,96M","-0,17%"
"25/07/2019","75,01","75,60","76,45","74,77","2,83M","-0,42%"
"26/07/2019","75,55","75,47","75,92","75,09","2,32M","0,72%"
"29/07/2019","76,70","77,27","78,06","76,70","3,26M","1,52%"
"30/07/2019","75,19","76,74","77,34","74,86","2,62M","-1,97%"
"31/07/2019","75,07","74,93","75,31","73,43","2,66M","-0,16%"
"01/08/2019","75,10","75,26","75,74","74,60","2,02M","0,04%"
"02/08/2019","73,83","75,11","75,30","73,65","3,40M","-1,69%"
"05/08/2019","71,97","73,46","74,07","71,97","2,90M","-2,52%"
"06/08/2019","71,86","71,62","73,08","71,37","2,71M","-0,15%"
"07/08/2019","72,31","71,88","72,65","71,49","2,26M","0,63%"
"08/08/2019","74,22","73,37","74,22","72,77","2,14M","2,64%"
"09/08/2019","73,37","74,10","74,26","73,17","1,63M","-1,15%"
"12/08/2019","73,43","74,01","74,35","73,19","1,22M","0,08%"
"13/08/2019","75,01","73,66","75,47","73,59","2,45M","2,15%"
"14/08/2019","75,04","76,15","76,85","74,89","3,16M","0,04%"
"15/08/2019","74,44","74,61","75,22","73,75","2,28M","-0,80%"
"16/08/2019","75,59","74,73","75,88","74,46","2,07M","1,54%"
"19/08/2019","76,84","75,87","76,91","75,50","2,33M","1,65%"
"20/08/2019","76,66","76,53","77,33","76,50","2,22M","-0,23%"
"21/08/2019","77,52","76,52","77,52","76,32","1,48M","1,12%"
"22/08/2019","76,62","77,49","77,50","76,59","1,92M","-1,16%"
"23/08/2019","76,33","76,52","77,32","76,12","1,82M","-0,38%"
"26/08/2019","76,55","76,22","76,90","76,02","1,12M","0,29%"
"27/08/2019","77,46","76,24","77,51","75,96","2,03M","1,19%"
"28/08/2019","77,08","77,01","77,44","76,68","1,58M","-0,49%"
"29/08/2019","77,61","77,04","78,05","77,03","1,87M","0,69%"
"30/08/2019","77,71","77,59","78,25","77,17","2,05M","0,13%"
"02/09/2019","79,12","77,88","79,32","77,70","1,51M","1,81%"
"03/09/2019","80,63","79,38","80,92","79,26","3,35M","1,91%"
"04/09/2019","80,68","80,58","81,68","80,51","2,18M","0,06%"
"05/09/2019","80,77","81,14","81,44","80,47","2,17M","0,11%"
"06/09/2019","81,16","80,60","81,16","79,97","2,14M","0,48%"
"09/09/2019","78,85","81,08","81,16","78,85","2,54M","-2,85%"
"10/09/2019","78,35","78,19","78,40","77,31","3,35M","-0,63%"
"11/09/2019","78,75","78,20","78,91","77,55","2,25M","0,51%"
"12/09/2019","79,35","78,85","80,46","78,02","2,46M","0,76%"
"13/09/2019","79,12","79,21","79,60","77,44","2,80M","-0,29%"
"16/09/2019","78,68","78,50","79,77","78,44","1,64M","-0,56%"
"17/09/2019","79,58","78,94","79,90","78,76","2,03M","1,14%"
"18/09/2019","79,80","79,79","80,21","79,49","1,97M","0,28%"
"19/09/2019","81,00","80,09","81,04","79,80","2,32M","1,50%"
"20/09/2019","82,89","81,07","82,89","80,75","8,02M","2,33%"
"23/09/2019","83,25","83,56","84,08","83,09","2,99M","0,43%"
"24/09/2019","84,65","83,56","84,88","83,34","3,21M","1,68%"
"25/09/2019","84,43","84,59","85,08","83,80","2,87M","-0,26%"
"26/09/2019","84,81","84,06","85,45","84,03","2,65M","0,45%"
"27/09/2019","84,62","84,57","84,78","83,55","2,67M","-0,22%"
"30/09/2019","84,62","84,27","84,74","83,52","2,62M","0,00%"
"01/10/2019","83,12","84,81","84,91","83,12","2,03M","-1,77%"
"02/10/2019","80,25","82,53","82,82","80,16","3,58M","-3,45%"
"03/10/2019","80,78","80,25","81,38","79,86","2,54M","0,66%"
"04/10/2019","81,77","80,75","81,97","80,65","2,37M","1,23%"
"07/10/2019","81,87","82,03","82,65","81,82","1,79M","0,12%"
"08/10/2019","81,71","82,16","82,16","81,50","1,63M","-0,20%"
"09/10/2019","81,42","81,71","82,49","81,37","1,67M","-0,35%"
"10/10/2019","81,48","81,42","81,84","80,75","1,67M","0,07%"
"11/10/2019","81,62","81,15","81,76","80,54","2,54M","0,17%"
"14/10/2019","80,99","81,56","81,56","80,70","1,34M","-0,77%"
"15/10/2019","82,02","81,57","82,21","81,25","1,86M","1,27%"
"16/10/2019","82,25","82,09","82,85","81,85","1,72M","0,28%"
"17/10/2019","83,28","82,10","83,54","81,91","3,00M","1,25%"
"18/10/2019","82,37","83,26","83,78","82,31","2,11M","-1,09%"
"21/10/2019","82,37","82,18","82,87","81,73","1,71M","0,00%"
"22/10/2019","81,64","81,95","82,25","80,89","2,03M","-0,89%"
"23/10/2019","81,54","80,80","81,65","80,63","1,63M","-0,12%"
"24/10/2019","83,08","82,09","83,08","81,89","1,69M","1,89%"
"25/10/2019","82,96","83,49","83,49","81,83","1,21M","-0,14%"
"28/10/2019","82,95","82,99","83,06","82,43","1,55M","-0,01%"
"29/10/2019","83,73","83,12","83,95","82,69","1,84M","0,94%"
"30/10/2019","84,54","83,45","84,54","83,17","2,38M","0,97%"
"31/10/2019","82,19","85,55","85,97","82,19","4,13M","-2,78%"
"01/11/2019","81,14","81,92","82,12","80,71","1,97M","-1,28%"
"04/11/2019","82,27","81,42","82,41","81,15","2,03M","1,39%"
"05/11/2019","82,33","81,97","82,64","81,23","2,34M","0,07%"
"06/11/2019","82,85","82,19","82,85","81,88","1,55M","0,63%"
"07/11/2019","81,93","83,03","83,03","81,89","1,81M","-1,11%"
"08/11/2019","82,57","81,64","82,81","81,27","1,85M","0,78%"
"11/11/2019","82,74","82,73","83,03","82,32","1,30M","0,21%"
"12/11/2019","83,40","82,57","83,40","82,17","1,95M","0,80%"
"13/11/2019","82,54","83,47","83,69","82,54","1,61M","-1,03%"
"14/11/2019","81,25","82,57","82,95","81,21","1,46M","-1,56%"
"15/11/2019","82,65","81,29","82,65","81,22","2,46M","1,72%"
"18/11/2019","83,97","82,63","83,97","82,30","1,99M","1,60%"
"19/11/2019","82,68","83,87","84,54","82,53","2,00M","-1,54%"
"20/11/2019","82,45","82,54","83,14","82,23","1,51M","-0,28%"
"21/11/2019","84,46","81,83","84,95","81,37","3,18M","2,44%"
"22/11/2019","83,56","85,05","85,05","83,47","2,25M","-1,07%"
"25/11/2019","84,59","83,46","84,73","83,37","1,47M","1,23%"
"26/11/2019","84,06","84,56","84,56","83,61","2,65M","-0,63%"
"27/11/2019","83,94","84,02","84,22","83,68","1,57M","-0,14%"
"28/11/2019","84,02","83,76","84,32","83,76","724,86K","0,10%"
"29/11/2019","84,07","83,76","84,69","83,60","1,67M","0,06%"
"02/12/2019","82,09","84,37","84,95","82,00","2,24M","-2,36%"
"03/12/2019","81,64","82,34","82,85","80,98","2,27M","-0,55%"
"04/12/2019","83,45","81,66","83,63","81,66","2,26M","2,22%"
"05/12/2019","82,70","83,80","84,14","82,70","1,53M","-0,90%"
"06/12/2019","83,12","82,19","83,33","81,96","1,82M","0,51%"
"09/12/2019","81,43","83,05","83,08","81,43","1,96M","-2,03%"
"10/12/2019","86,21","84,76","86,50","84,21","4,38M","5,87%"
"11/12/2019","87,49","87,64","87,64","86,21","3,30M","1,48%"
"12/12/2019","88,05","88,06","88,70","87,37","3,41M","0,64%"
"13/12/2019","88,68","88,93","89,19","88,20","3,04M","0,72%"
"16/12/2019","90,13","88,77","90,19","88,71","2,70M","1,64%"
"17/12/2019","89,13","90,28","90,62","89,13","3,05M","-1,11%"
"18/12/2019","89,53","89,31","90,12","89,00","2,51M","0,45%"
"19/12/2019","89,62","89,93","90,04","88,84","1,95M","0,10%"
"20/12/2019","90,39","89,63","90,84","89,48","4,69M","0,86%"
"23/12/2019","90,24","90,53","91,10","89,87","1,43M","-0,17%"
"24/12/2019","90,16","89,73","90,63","89,73","320,08K","-0,09%"
"27/12/2019","90,37","90,03","90,91","89,87","1,23M","0,23%"
"30/12/2019","89,28","90,36","90,39","89,10","1,27M","-1,21%"
"31/12/2019","89,15","88,81","89,37","88,78","469,57K","-0,15%"
